40.0236,38.7386,0.96789,0.23379,anaerobic,EX_glc(e),EX_akg(e), 2MAHMP ACALD ACKr AGMT CBMKr DRPA EDA LDH_D ORNDC TKT2
9.1829,8.706,0.94807,0.44348,anaerobic,EX_glc(e),EX_akg(e), 2MAHMP ALDD2y ASPO5 G6PDH2r NNAM PGCD PGMT PPM THRAi VALTA
7.6188,6.7223,0.88234,0.45889,anaerobic,EX_glc(e),EX_akg(e), ABTA ASPO4 DSERDHr G6PDH2r ICL NADH17pp NNAM PGMT PPM VALTA
8.1201,7.6984,0.94807,0.39215,anaerobic,EX_glc(e),EX_akg(e), ACKr ALDD2y ASPO5 DRPA EDA G6PDH2r ICL NNAM PGCD PGMT
7.1063,0,0,0.42803,anaerobic,EX_glc(e),EX_akg(e), ALDD2x AMPTASECG FRD2 G6PDH2r HEX1 PGMT PPM THD2pp VALTA XYLI2
7.1063,0,0,0.42803,anaerobic,EX_glc(e),EX_akg(e), AGMT ALDD2x FRD2 G6PDH2r HEX1 PGMT PPM THD2pp VALTA XYLI2
7.6187,6.7223,0.88234,0.45889,anaerobic,EX_glc(e),EX_akg(e), ABTA ADPT AMPTASECG ASPO4 DHAPT G6PDH2r NADH17pp PGMT PPM VALTA
19.3798,0,0,0.29182,anaerobic,EX_glc(e),EX_akg(e), ALDD2y ASPO5 DHAPT GND MDH3 PGI PPM PYK R15BPK VALTA
7.6188,6.7223,0.88234,0.45889,anaerobic,EX_glc(e),EX_akg(e), ALDD2x ALDD2y DHAPT FRD3 GLXCL GND ORNDC PPM R15BPK VALTA
7.6188,6.7223,0.88234,0.45889,anaerobic,EX_glc(e),EX_akg(e), ALDD2y ASNN DHAPT G3PD6 G3PT GND ORNDC PPM R15BPK VALTA
7.6188,6.7223,0.88234,0.45889,anaerobic,EX_glc(e),EX_akg(e), ALDD2y CYSDS DHAPT GND HPYRRx ORNDC PPM R15BPK VALTA XYLI2
7.6188,6.7223,0.88234,0.45889,anaerobic,EX_glc(e),EX_akg(e), ALDD2y ASPT DHAPT EDA GND HCYSMT ORNDC PPM R15BPK VALTA
7.2396,0,0,0.43605,anaerobic,EX_glc(e),EX_akg(e), ALDD2y ATPS4rpp DHAPT DHORD5 NTPP2 ORNDC PPCK PPM R15BPK VALTA
7.2396,0,0,0.43605,anaerobic,EX_glc(e),EX_akg(e), ALDD2y ATPS4rpp DHAPT DHORD5 IDOND ORNDC PPM R15BPK SERD_L VALTA
7.2396,0,0,0.43605,anaerobic,EX_glc(e),EX_akg(e), 2MAHMP ALDD2y ATPS4rpp DHAPT DHORD5 HXAND ORNDC PPM R15BPK VALTA
7.2396,0,0,0.43605,anaerobic,EX_glc(e),EX_akg(e), ALDD2x ALDD2y ATPS4rpp DHAPT DHORD5 GUAPRT ORNDC PPM R15BPK VALTA
7.6188,6.7223,0.88234,0.45889,anaerobic,EX_glc(e),EX_akg(e), ALDD2y ASPO5 DHAPT HXAND IPDDI ORNDC PPM R15BPK TRSARr VALTA
7.6188,6.7223,0.88234,0.45889,anaerobic,EX_glc(e),EX_akg(e), ALDD2y ASPO5 G6PP GLUDC GLYCTO4 HPYRI PGMT PPM R15BPK VALTA
17.9931,15.876,0.88234,1.0838,aerobic,EX_glc(e),EX_akg(e), 2MAHMP NADH16pp PPK2r PYK SUCDi
21.1831,18.6906,0.88234,1.2759,aerobic,EX_glc(e),EX_akg(e), 2MAHMP G6PDA GLCDpp HEX1 HEX7
25.3969,23.8425,0.9388,1.2265,aerobic,EX_glc(e),EX_akg(e), 2MAHMP CYTBDpp METSOXR2 PGCD THRAi
21.1831,18.6906,0.88234,1.2759,aerobic,EX_glc(e),EX_akg(e), CYTBDpp HCYSMT METSOXR2 THRAi XYLI2
21.1831,18.6906,0.88234,1.2759,aerobic,EX_glc(e),EX_akg(e), ASNS1 ASPO6 HCYSMT MDH2 THRAi
21.183,18.6905,0.88234,1.2759,aerobic,EX_glc(e),EX_akg(e), ASPO6 GLXCL HCYSMT SUCDi THRAi
21.1827,18.6903,0.88234,1.2759,aerobic,EX_glc(e),EX_akg(e), ASPO3 ASPO6 HCYSMT SUCDi THRAi
21.1009,18.4894,0.87624,1.2668,aerobic,EX_glc(e),EX_akg(e), ASPO3 ASPO6 HCYSMT PFL THRAi
21.1831,18.6906,0.88234,1.2759,aerobic,EX_glc(e),EX_akg(e), ASPO3 ASPO6 DHAPT HCYSMT THRAi
11.9464,10.5407,0.88234,0.71955,aerobic,EX_glc(e),EX_akg(e), ATPS4rpp IPDDI NADH16pp PFK SUCDi
11.8544,8.8062,0.74286,0.71401,aerobic,EX_glc(e),EX_akg(e), ATPS4rpp IPDDI NADH16pp RPE SUCDi
25.3883,24.0346,0.94668,1.2261,aerobic,EX_glc(e),EX_akg(e), G6PDH2r HEX1 PGCD PPM VALTA
25.3969,23.8425,0.9388,1.2265,aerobic,EX_glc(e),EX_akg(e), ABTA ALCD2x HEX7 PGCD PPM
25.34,23.9236,0.94411,1.2238,aerobic,EX_glc(e),EX_akg(e), ABTA ASNS2 CYTBD2pp PGCD PPM
25.3969,23.8425,0.9388,1.2265,aerobic,EX_glc(e),EX_akg(e), ABTA ASPO3 ASPO4 PGCD PPM
17.9932,15.8761,0.88234,1.0838,aerobic,EX_glc(e),EX_akg(e), FRD2 HEX7 IPDDI NADH16pp NADH18pp
25.3883,24.0346,0.94668,1.2261,aerobic,EX_glc(e),EX_akg(e), GLYCTO2 GND MDH2 PGCD THRAi
23.5143,0,0,1.244,aerobic,EX_glc(e),EX_akg(e), F6PA GHMT2r IPDDI NADH16pp XYLI2
23.2963,0,0,1.1251,aerobic,EX_glc(e),EX_akg(e), ACKr GNK MDH2 PGCD SUCOAS
30.3351,0,0,0.98991,aerobic,EX_glc(e),EX_akg(e), ACKr AKGDH F6PA RPE TPI
19.9701,0,0,1.1988,aerobic,EX_glc(e),EX_akg(e), ACKr ASPO3 EDA HEX7 MGSA
6.2531,5.4783,0.8761,0.37539,anaerobic,EX_glc(e),EX_akg(e), 2MAHMP ACKr ATPS4rpp DRPA PYK
7.6188,6.7223,0.88234,0.45889,anaerobic,EX_glc(e),EX_akg(e), ASNS1 DHAPT G6PDH2r PGMT VALTA
7.6188,6.7223,0.88234,0.45889,anaerobic,EX_glc(e),EX_akg(e), ASNS1 DRPA G6PDH2r PGMT VALTA
9.1829,8.706,0.94807,0.44348,anaerobic,EX_glc(e),EX_akg(e), DHAPT HEX1 PGCD VALTA XYLI2
20.2503,0,0,0.2647,anaerobic,EX_glc(e),EX_akg(e), FBA HEX1 TPI VALTA XYLI2
7.6007,6.7064,0.88234,0.45781,anaerobic,EX_glc(e),EX_akg(e), ASNS2 HEX1 ME2 SUCOAS XYLI2
20.2648,0,0,0.28003,anaerobic,EX_glc(e),EX_akg(e), ADPT DRPA FRD2 HEX7 TPI
7.6007,6.7064,0.88234,0.45781,anaerobic,EX_glc(e),EX_akg(e), ASNS2 DHAPT DRPA F6PA NADH17pp
6.8507,6.0447,0.88234,0.41263,anaerobic,EX_glc(e),EX_akg(e), ACKr ALDD2y CBMKr DHAPT GND
